img_name,Caption,ANP,Emotion_Categorical,Valence,Arousal,Dominance,Style,Scene_Type,Object_Types,Facial_Expression,Human_Action,Reason_for_Emotion,Average_Color,Primary_Color,Secondary_Color,Brightness,Contrast,image_path
6092464f-6b8e-4c90-801c-32f04d4107a1,"A highly detailed, monstrous werewolf with wrinkled skin and a strong, raw presence.","highly detailed werewolf, wrinkled skin, diaphanous appearance",Fear,-2,3,-1,realistic,indoor,mythical creatures,,,"The image evokes fear due to the monstrous appearance of the werewolf, which is often associated with danger and horror.",48:46:42,19:18:17,65:63:59,46.43,38.7,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/6092464f-6b8e-4c90-801c-32f04d4107a1.jpg
90cb551c-9d5c-4619-97dd-ab45c5c8d569,"A chaotic scene depicting students in a riot with burning cars and smoke rising in the background, set in French suburbs.","chaotic scene, burning cars, angry students",Anger,-2,4,-1,realistic,outdoor,"cars, people",,,The image likely evokes anger due to the depiction of violence and chaos associated with riots.,111:104:94,48:46:47,134:118:106,105.18,68.76,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/90cb551c-9d5c-4619-97dd-ab45c5c8d569.jpg
3d5e2b5e-9078-433a-a691-f0ffdae60b39,"A vibrant illustration of a laughing ghost head, featuring a teal color with orange accents, designed in a 2D sticker style reminiscent of graffiti art, and showcasing high detail with a playful and otherworldly appearance.","laughing ghost, teal orange, sticker design, high detail",Amusement,3,2,1,"graffiti, 2d, illustrative",urban,"ghosts, stickers",laughing,,"The image evokes amusement due to the playful depiction of a ghost with a large, exaggerated smile, using bright colors and a cartoonish style that invites laughter.",153:173:161,248:247:244,63:58:34,166.06,91.35,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/3d5e2b5e-9078-433a-a691-f0ffdae60b39.jpg
1db0ff7d-f04b-4993-be53-8d535369adf8,"A 15-year-old Japanese female fashion model dressed in old, worn clothes stands confidently in front of a retro gaming store, capturing an essence of frustration and uniqueness in a cinematic 1970s scene.","old clothes, unique look, retro gaming store, cinematic shot",Anger,-2,3,1,vintage,urban,"storefronts, people",angry,,The model's angry expression combined with her fashion and the retro store setting conveys a sense of rebellion and dissatisfaction with societal norms.,75:72:61,23:26:25,96:88:75,72.17,57.75,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/1db0ff7d-f04b-4993-be53-8d535369adf8.jpg
1dfccaef-5a4f-488d-b779-803baeaf5d3b,"A close-up portrait of an angry concept character, dressed in a colorful jacket, set against a dingy wall background, rendered in highly detailed oil painting style.","grunge portrait, angry character, dingy wall",Anger,-2,3,2,"oil painting, digital art",indoor,characters,angry,,"The character's angry expression suggests frustration or displeasure, contributing to the overall emotion conveyed in the portrait.",70:59:51,27:23:26,99:82:68,61.99,51.46,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/1dfccaef-5a4f-488d-b779-803baeaf5d3b.jpg
d88acc3b-e22f-45ba-a02b-17e17137b0d9,"Two stormtroopers from Star Wars standing in a grocery store, captured in a black-and-white photo reminiscent of the 1890s, exhibiting a highly realistic appearance.","nostalgic stormtroopers, quirky grocery, retro ambiance",Amusement,2,1,1,"realistic, vintage",indoor,"grocery items, characters",,,The juxtaposition of fictional characters in a mundane grocery setting evokes amusement and curiosity.,76:76:76,27:27:27,93:93:92,76.64,61.89,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/d88acc3b-e22f-45ba-a02b-17e17137b0d9.jpg
2f3e6adf-74ee-48c1-8dbf-5a2c407f2531,"A dimly lit scene featuring a decrepit building overgrown with vines, illuminated by a glowing streetlight, set in a desolate urban environment at night.","decrepit building, glowing light, overgrown vines, dark surroundings",Fear,-2,2,-1,"surreal, dark",urban,buildings,,,The eerie atmosphere created by the dark surroundings and the unsettling presence of the abandoned building evokes a sense of fear.,33:30:33,16:17:22,64:59:61,31.8,32.57,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/2f3e6adf-74ee-48c1-8dbf-5a2c407f2531.jpg
3df11ae8-8e7f-4f7c-aee3-36d5e7d963df,"An angry middle-aged pastor is pointing and yelling at his congregation in a church setting, captured from a wide angle, creating an atmospheric feel reminiscent of 35mm film photography.","angry pastor, pointing gesture, church interior",Anger,-2,3,2,"realistic, vintage",indoor,"people, church, furniture",angry,pointing and yelling,"The image features an intense moment of confrontation, where the pastor's anger may be directed towards the congregation, evoking feelings of tension and unease.",58:54:46,24:22:16,72:67:58,54.55,45.32,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/3df11ae8-8e7f-4f7c-aee3-36d5e7d963df.jpg
00c05f08-8551-48ce-8d17-3befbbec88f2,"A woman with an eerie expression is eating hotdogs in a dimly lit atmosphere, with dark shadows and a fog-like presence enveloping her, creating a horror-themed vibe.","eerie atmosphere, dim lighting, haunting expression",Fear,-3,3,-2,"horror, surreal",indoor,"food, table, beverages",ominous,eating,The dark and eerie setting combined with the woman's unsettling demeanor while consuming hotdogs evokes a sense of fear and discomfort.,52:78:80,23:29:32,61:99:102,71.08,55.41,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/00c05f08-8551-48ce-8d17-3befbbec88f2.jpg
039b7374-f65b-4fa1-bc59-fb5115903ed7,"A creepy forest filled with gnarled trees looms over a winding dirt path, illuminated by the pale light of a full moon, creating an eerie ambiance.","creepy forest, gnarled trees, winding path, pale light",Fear,-3,3,-1,"realistic, cinematic",outdoor,natural landscapes,,,"The dark and twisted trees, combined with the pale moonlight, create an unsettling atmosphere that invokes feelings of fear.",28:36:37,17:23:25,58:74:75,34.04,27.53,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/039b7374-f65b-4fa1-bc59-fb5115903ed7.jpg
78421f51-4043-4137-b3df-7da713a33bb5,"Two full-body teenagers are depicted in a Japanese dojo setting, one wearing a black cloak and the other in a white outfit with a ponytail. The character holds a black sword in both hands, surrounded by a striking red and black background.","full body teenagers, black cloak, white hair, red highlights, black sword, Japanese dojo",Awe,2,3,2,2D art,indoor,"teenagers, swords, dojo",,,"The striking visual contrast and dynamic pose of the characters create a sense of awe, suggesting strength and power.",110:61:59,18:10:10,169:63:64,75.7,72.38,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/78421f51-4043-4137-b3df-7da713a33bb5.jpg
6a03e55b-6952-4b34-8190-c17d173ce08d,"A cute, colorful kakadu stands next to a whimsical, nature-inspired hut, with vibrant foliage around it.","cute kakadu, vibrant colors, whimsical hut",Contentment,4,2,1,"watercolor, JRPG, Studio Ghibli",outdoor,"kakadu, hut, foliage",,,"The cute presentation and vivid colors create a joyful and visually pleasing atmosphere, which evokes feelings of contentment.",191:171:145,211:177:120,251:249:241,174.52,70.24,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/6a03e55b-6952-4b34-8190-c17d173ce08d.jpg
67842c80-24f2-48b7-a6f1-55fcefecead0,"A character resembling the Joker in a Santa Claus-inspired outfit, designed in a Pixar animation style, set against a festive background.","festive character, happy colors, playful design",Excitement,3,4,2,"Pixar, digital manipulation",outdoor,"anime characters, holiday decorations",,,The vibrant colors and playful design evoke a sense of excitement and joy associated with the holiday season.,57:64:73,20:20:32,73:86:94,63.33,51.82,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/67842c80-24f2-48b7-a6f1-55fcefecead0.jpg
18684b2a-d78a-44c6-a419-d831e2f258ab,"A colored photorealistic smiling supermodel dressed as a baroque decorated Christmas tree in punk Ganni Versace 1980s style, glittering and photorealistic.","colored supermodel, baroque Christmas tree, punk style, glittering decorations",Excitement,3,4,2,"photorealistic, punk, baroque",indoor,"models, decorative elements",smiling,,"The image evokes excitement due to the vibrant and unique combination of fashion and festive elements, creating a visually striking and joyful atmosphere.",79:75:52,26:29:22,85:83:55,73.97,52.15,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/18684b2a-d78a-44c6-a419-d831e2f258ab.jpg
01074309-171e-48c8-a23a-08ca94c60b76,"A distressed figure crouches on the floor with their face against a toilet bowl, surrounded by splashes of brown paint, evoking a scene of despair and illness.","distressed figure, brown paint, cinematic lighting",Sad,-3,2,-2,"photorealistic, ultra realistic",indoor,"toilet, floor, paint",distressed,crouching,"The image portrays a moment of vulnerability and distress, heightened by the atmosphere of illness and chaotic surroundings.",104:85:71,51:36:34,133:104:82,89.74,65.31,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/01074309-171e-48c8-a23a-08ca94c60b76.jpg
e8ae5e39-6bc8-42bc-ac3e-ba065a0993af,"A Japanese man exhibiting frustration, characterized by rolling his eyes and a deep sigh, conveying feelings of contempt.",exasperated man,Disgust,-2,1,-1,realistic,indoor,people,contemptuous,sighing,"The man's expression and actions indicate a sense of dissatisfaction or annoyance, likely in response to a situation he finds frustrating.",55:48:39,19:18:13,78:66:56,49.32,46.24,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/e8ae5e39-6bc8-42bc-ac3e-ba065a0993af.jpg
3cd71d90-a032-40a3-8ed9-46eefef24a62,"A cartoon-style sticker illustration of a Volvo XC60 in a simplistic and realistic design, featuring sharp lines and a neutral color palette.","cartoon car, vector design, sharp lines",Contentment,2,1,2,"cartoon, vector",outdoor,cars,,,"The image evokes contentment due to its clean design and familiar subject, which is appealing and aesthetically pleasing.",185:180:175,227:222:219,42:37:32,181.38,73.88,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/3cd71d90-a032-40a3-8ed9-46eefef24a62.jpg
27c7e99c-9737-4356-a43f-8692088b81a0,"A whimsical line drawing of a woman adorned with flowers in her hair, featuring a bird beside her, set against a decorative border of foliage.","whimsical woman, floral hair, delicate bird",Contentment,3,2,1,"fantasy, coloring page",outdoor,"florals, birds",,,"The intricate details and serene subject matter create a calming and pleasing aesthetic, evoking a sense of contentment.",217:217:217,246:246:246,171:171:170,217.83,57.9,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/27c7e99c-9737-4356-a43f-8692088b81a0.jpg
0b576367-4671-432e-8515-d79e35d73a14,"A grotesque and strange portrait of the Chatterer Cenobite, showcasing its horrific features enhanced by a rusty, liquid ambiance that adds to the eerie atmosphere.","grotesque creature, horrific features, rusty ambiance, creepy liquid",Disgust,-3,3,1,"surreal, horror",indoor,monstrous figure,,,"The disturbing and grotesque portrayal of the figure, combined with the unsettling ambiance, likely evokes feelings of disgust and unease.",42:37:35,15:16:21,68:56:45,38.96,35.29,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/0b576367-4671-432e-8515-d79e35d73a14.jpg
f35bf2b7-2c20-4142-9420-dac0cf078c23,"A gaunt and brooding warlock with pallid white skin and hollow cheeks dressed in men's clothing, set in a mysterious and eerie atmosphere with dark, muted colors and a skull in the background.","gaunt warlock, brooding expression, dark clothing, hollow cheeks",Fear,-2,3,-1,"realistic, dark fantasy",indoor,"characters, skulls",,,The warlock's gaunt appearance and the dark atmosphere combined with the presence of a skull evoke a sense of fear and foreboding.,79:80:71,26:29:26,128:123:104,79.17,73.6,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/f35bf2b7-2c20-4142-9420-dac0cf078c23.jpg
2d896d2a-80bc-4c6d-9ae6-6efc8ba2f0ed,"A futuristic spaceship stands on a barren surface with Earth and other celestial bodies in the background, capturing a sense of exploration and adventure in a style reminiscent of John Berkey.","futuristic spaceship, barren surface, celestial bodies, vivid colors",Awe,3,4,2,"futuristic, science fiction, illustrative",outdoor,"spaceship, planets, extraterrestrial scenery",,,"The image evokes awe due to its grand depiction of space exploration and the vastness of the universe, inspiring thoughts about humanity's potential and the mysteries of space.",56:71:67,19:25:16,66:99:102,66.62,61.65,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/2d896d2a-80bc-4c6d-9ae6-6efc8ba2f0ed.jpg
e38bfcb4-9567-431a-87b1-cd03f69aaa01,"A fish energetically playing the drums underwater, surrounded by bubbles and rocks.","energetic fish, colorful drums, bubbling water",Amusement,3,2,1,"whimsical, fantastical",underwater,"fish, drums, rocks",,,"The image is playful and absurd, showcasing a fish engaging in human-like behavior, which evokes amusement.",45:63:63,17:31:33,69:99:101,58.22,53.32,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/e38bfcb4-9567-431a-87b1-cd03f69aaa01.jpg
3e121b46-aff9-4ec2-aeba-666cae409617,"A sad robot made of shiny metals wearing a red and white striped tie, sitting at a desk in an office environment, engaged in seemingly meaningless tasks.","sad robot, shiny metals, red and white striped tie, office environment, meaningless tasks",Sad,-2,0,-1,realistic,indoor,"robots, office items",sad,,The robot's sadness and the depiction of meaningless tasks evoke a sense of melancholy and futility.,120:84:87,51:18:38,135:85:87,95.41,66.52,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/3e121b46-aff9-4ec2-aeba-666cae409617.jpg
fe19b9cc-8cc2-4bcd-a173-38edcc1f487a,"A whimsical depiction of Santa Claus holding a glass bong, with smoke rising from it.","whimsical Santa, colorful smoke",Amusement,2,3,1,"fantasy, surreal",indoor,"figurines, smoking apparatus",,,The humorous and unexpected scenario of Santa Claus engaging in such an unconventional activity evokes amusement.,73:67:76,38:32:49,91:86:93,70.17,50.04,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/fe19b9cc-8cc2-4bcd-a173-38edcc1f487a.jpg
1ec33a4a-b5c6-404e-9fe0-42cfeadf885c,"Members of the avant garde band posing in elaborate, glittering pastel outfits for a magazine interview.","kitsch glam, dusky pastel, glitter fur",Excitement,3,3,1,"glamorous, artistic",indoor,people,,,The vibrant colors and extravagant outfits evoke a sense of excitement and artistic expression.,112:126:147,184:198:193,87:123:147,124.45,67.22,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/1ec33a4a-b5c6-404e-9fe0-42cfeadf885c.jpg
3b0311c8-477a-4e41-a8fd-f9d9319f4637,A cute baby penguin holding a large ice cream cone with a pink straw and colorful toppings.,"cute penguin, big ice-cream, colorful toppings",Amusement,4,2,1,"cartoonish, whimsical",outdoor,"penguins, food",,,"The image evokes amusement due to the adorable depiction of a penguin with an oversized ice cream, creating a playful and delightful scene.",201:197:190,206:195:189,234:226:215,197.81,35.05,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/3b0311c8-477a-4e41-a8fd-f9d9319f4637.jpg
